0.0314159 0.517968 -0.0650785  2.38834 -0.0418452  0.506196 -0.0637019  0.344239 -0.0477799  -0.625855 -1.0641  0.50443 -0.100411  -0.622611 -1.07469  2.49737 -0.0988566  -0.302052 -0.126896  5.20099 -0.0504074  -0.301898 -0.126292  5.20602 -0.04748  
70.7801 0.000404716 -0.014087  2.96064 -0.120789  0.000406418 -0.0140858  0.951741 -0.126177  7.20466e-06 -0.0140979  0.962554 -0.124328  8.6466e-06 -0.014098  2.9553 -0.123785  -0.000390479 -0.014087  4.96539 -0.124559  -0.000389022 -0.0140869  4.95808 -0.125315  
70.8429 0.000404003 -0.0140746  2.96064 -0.120688  0.000405701 -0.0140734  0.951746 -0.126067  7.19254e-06 -0.0140854  0.962553 -0.124221  8.63183e-06 -0.0140855  2.9553 -0.123678  -0.000389789 -0.0140746  4.96538 -0.124451  -0.000388334 -0.0140745  4.95808 -0.125206  
70.9057 0.000403291 -0.0140622  2.96064 -0.120586  0.000404986 -0.014061  0.95175 -0.125956  7.18045e-06 -0.014073  0.962552 -0.124113  8.61709e-06 -0.0140731  2.9553 -0.123572  -0.000389101 -0.0140622  4.96538 -0.124344  -0.000387649 -0.0140621  4.95807 -0.125097  
70.9686 0.000402581 -0.0140498  2.96064 -0.120485  0.000404272 -0.0140486  0.951754 -0.125845  7.16839e-06 -0.0140606  0.962551 -0.124006  8.60238e-06 -0.0140607  2.9553 -0.123466  -0.000388414 -0.0140498  4.96537 -0.124236  -0.000386965 -0.0140497  4.95807 -0.124988  
71.0314 0.000401873 -0.0140374  2.96064 -0.120384  0.000403561 -0.0140363  0.951759 -0.125735  7.15637e-06 -0.0140482  0.96255 -0.123899  8.58772e-06 -0.0140483  2.9553 -0.123359  -0.00038773 -0.0140375  4.96537 -0.124128  -0.000386283 -0.0140374  4.95806 -0.124879  
71.0942 0.000401167 -0.0140251  2.96064 -0.120283  0.000402851 -0.0140239  0.951763 -0.125625  7.14437e-06 -0.0140359  0.96255 -0.123792  8.57309e-06 -0.014036  2.9553 -0.123254  -0.000387047 -0.0140251  4.96536 -0.124021  -0.000385603 -0.0140251  4.95806 -0.12477  
71.1571 0.000400463 -0.0140128  2.96064 -0.120182  0.000402143 -0.0140116  0.951767 -0.125515  7.1324e-06 -0.0140235  0.962549 -0.123685  8.5585e-06 -0.0140236  2.9553 -0.123148  -0.000386366 -0.0140128  4.96536 -0.123914  -0.000384925 -0.0140127  4.95806 -0.124662  
71.2199 0.00039976 -0.0140005  2.96064 -0.120082  0.000401437 -0.0139993  0.951771 -0.125406  7.12046e-06 -0.0140112  0.962548 -0.123579  8.54394e-06 -0.0140113  2.9553 -0.123042  -0.000385687 -0.0140005  4.96536 -0.123807  -0.000384249 -0.0140005  4.95805 -0.124554  
71.2827 0.000399059 -0.0139882  2.96064 -0.119981  0.000400733 -0.0139871  0.951776 -0.125296  7.10855e-06 -0.0139989  0.962547 -0.123472  8.52942e-06 -0.013999  2.9553 -0.122937  -0.00038501 -0.0139883  4.96535 -0.123701  -0.000383574 -0.0139882  4.95805 -0.124446  
71.3456 0.000398361 -0.013976  2.96064 -0.119881  0.000400031 -0.0139748  0.95178 -0.125187  7.09667e-06 -0.0139866  0.962546 -0.123366  8.51494e-06 -0.0139867  2.9553 -0.122831  -0.000384334 -0.013976  4.96535 -0.123594  -0.000382901 -0.0139759  4.95805 -0.124338  
71.4084 0.000397664 -0.0139637  2.96064 -0.119781  0.000399331 -0.0139626  0.951784 -0.125078  7.08482e-06 -0.0139744  0.962545 -0.12326  8.5005e-06 -0.0139745  2.9553 -0.122726  -0.00038366 -0.0139638  4.96534 -0.123488  -0.00038223 -0.0139637  4.95804 -0.12423  
71.4712 0.000396969 -0.0139515  2.96064 -0.119681  0.000398632 -0.0139504  0.951788 -0.124969  7.073e-06 -0.0139621  0.962544 -0.123154  8.48609e-06 -0.0139622  2.9553 -0.122622  -0.000382988 -0.0139516  4.96534 -0.123381  -0.00038156 -0.0139515  4.95804 -0.124123  
71.5341 0.000396275 -0.0139393  2.96065 -0.119581  0.000397935 -0.0139382  0.951793 -0.12486  7.06121e-06 -0.0139499  0.962543 -0.123049  8.47172e-06 -0.01395  2.9553 -0.122517  -0.000382318 -0.0139394  4.96534 -0.123275  -0.000380893 -0.0139393  4.95804 -0.124016  
71.5969 0.000395584 -0.0139272  2.96065 -0.119482  0.000397241 -0.0139261  0.951797 -0.124751  7.04944e-06 -0.0139377  0.962542 -0.122943  8.45738e-06 -0.0139378  2.9553 -0.122412  -0.000381649 -0.0139272  4.96533 -0.12317  -0.000380227 -0.0139272  4.95803 -0.123909  
71.6597 0.000394894 -0.013915  2.96065 -0.119382  0.000396547 -0.0139139  0.951801 -0.124643  7.03771e-06 -0.0139256  0.962541 -0.122838  8.44308e-06 -0.0139257  2.95529 -0.122308  -0.000380983 -0.0139151  4.96533 -0.123064  -0.000379563 -0.013915  4.95803 -0.123802  
71.7226 0.000394206 -0.0139029  2.96065 -0.119283  0.000395856 -0.0139018  0.951805 -0.124535  7.026e-06 -0.0139134  0.96254 -0.122733  8.42881e-06 -0.0139135  2.95529 -0.122204  -0.000380318 -0.013903  4.96532 -0.122959  -0.0003789 -0.0139029  4.95803 -0.123695  
71.7854 0.00039352 -0.0138908  2.96065 -0.119184  0.000395167 -0.0138897  0.951809 -0.124427  7.01432e-06 -0.0139013  0.96254 -0.122628  8.41458e-06 -0.0139014  2.95529 -0.1221  -0.000379654 -0.0138909  4.96532 -0.122853  -0.00037824 -0.0138908  4.95802 -0.123588  
71.8482 0.000392836 -0.0138787  2.96065 -0.119085  0.000394479 -0.0138776  0.951813 -0.124319  7.00267e-06 -0.0138892  0.962539 -0.122523  8.40039e-06 -0.0138893  2.95529 -0.121996  -0.000378993 -0.0138788  4.96531 -0.122748  -0.000377581 -0.0138787  4.95802 -0.123482  
71.9111 0.000392153 -0.0138667  2.96065 -0.118987  0.000393793 -0.0138656  0.951818 -0.124212  6.99105e-06 -0.0138771  0.962538 -0.122419  8.38623e-06 -0.0138772  2.95529 -0.121892  -0.000378333 -0.0138667  4.96531 -0.122643  -0.000376924 -0.0138667  4.95801 -0.123376  
71.9739 0.000391472 -0.0138546  2.96065 -0.118888  0.000393109 -0.0138535  0.951822 -0.124104  6.97946e-06 -0.013865  0.962537 -0.122315  8.3721e-06 -0.0138651  2.95529 -0.121789  -0.000377675 -0.0138547  4.96531 -0.122539  -0.000376268 -0.0138546  4.95801 -0.12327  
72.0367 0.000390793 -0.0138426  2.96065 -0.11879  0.000392427 -0.0138415  0.951826 -0.123997  6.96789e-06 -0.013853  0.962536 -0.12221  8.35802e-06 -0.0138531  2.95529 -0.121686  -0.000377018 -0.0138427  4.9653 -0.122434  -0.000375614 -0.0138426  4.95801 -0.123164  
72.0996 0.000390116 -0.0138306  2.96065 -0.118691  0.000391746 -0.0138295  0.95183 -0.12389  6.95636e-06 -0.013841  0.962535 -0.122106  8.34396e-06 -0.0138411  2.95529 -0.121583  -0.000376364 -0.0138307  4.9653 -0.12233  -0.000374962 -0.0138306  4.958 -0.123058  
72.1624 0.000389441 -0.0138186  2.96065 -0.118593  0.000391067 -0.0138176  0.951834 -0.123783  6.94485e-06 -0.013829  0.962534 -0.122003  8.32994e-06 -0.0138291  2.95529 -0.12148  -0.000375711 -0.0138187  4.96529 -0.122225  -0.000374312 -0.0138186  4.958 -0.122953  
72.2252 0.000388767 -0.0138067  2.96065 -0.118495  0.00039039 -0.0138056  0.951838 -0.123676  6.93337e-06 -0.013817  0.962533 -0.121899  8.31596e-06 -0.0138171  2.95529 -0.121377  -0.00037506 -0.0138067  4.96529 -0.122121  -0.000373663 -0.0138067  4.958 -0.122848  
72.288 0.000388095 -0.0137948  2.96066 -0.118398  0.000389715 -0.0137937  0.951842 -0.12357  6.92191e-06 -0.013805  0.962533 -0.121796  8.30201e-06 -0.0138051  2.95529 -0.121274  -0.00037441 -0.0137948  4.96529 -0.122018  -0.000373016 -0.0137947  4.95799 -0.122743  
72.3509 0.000387425 -0.0137828  2.96066 -0.1183  0.000389042 -0.0137818  0.951846 -0.123463  6.91049e-06 -0.0137931  0.962532 -0.121692  8.2881e-06 -0.0137932  2.95529 -0.121172  -0.000373762 -0.0137829  4.96528 -0.121914  -0.000372371 -0.0137828  4.95799 -0.122638  
72.4137 0.000386756 -0.0137709  2.96066 -0.118203  0.00038837 -0.0137699  0.95185 -0.123357  6.89909e-06 -0.0137812  0.962531 -0.121589  8.27422e-06 -0.0137813  2.95529 -0.12107  -0.000373116 -0.013771  4.96528 -0.12181  -0.000371727 -0.0137709  4.95799 -0.122533  
72.4765 0.000386089 -0.0137591  2.96066 -0.118105  0.0003877 -0.013758  0.951855 -0.123251  6.88772e-06 -0.0137693  0.96253 -0.121486  8.26037e-06 -0.0137694  2.95529 -0.120967  -0.000372471 -0.0137591  4.96527 -0.121707  -0.000371085 -0.0137591  4.95798 -0.122428  
72.5394 0.000385424 -0.0137472  2.96066 -0.118008  0.000387031 -0.0137462  0.951859 -0.123146  6.87638e-06 -0.0137574  0.962529 -0.121383  8.24656e-06 -0.0137575  2.95529 -0.120866  -0.000371828 -0.0137473  4.96527 -0.121604  -0.000370444 -0.0137472  4.95798 -0.122324  
72.6022 0.000384761 -0.0137354  2.96066 -0.117911  0.000386365 -0.0137343  0.951863 -0.12304  6.86507e-06 -0.0137455  0.962528 -0.121281  8.23278e-06 -0.0137456  2.95529 -0.120764  -0.000371187 -0.0137354  4.96527 -0.121501  -0.000369806 -0.0137354  4.95798 -0.12222  
72.665 0.000384099 -0.0137236  2.96066 -0.117814  0.0003857 -0.0137225  0.951867 -0.122935  6.85378e-06 -0.0137337  0.962527 -0.121178  8.21904e-06 -0.0137338  2.95529 -0.120662  -0.000370548 -0.0137236  4.96526 -0.121398  -0.000369169 -0.0137236  4.95797 -0.122116  
72.7279 0.000383439 -0.0137118  2.96066 -0.117718  0.000385037 -0.0137107  0.951871 -0.122829  6.84252e-06 -0.0137219  0.962526 -0.121076  8.20533e-06 -0.013722  2.95529 -0.120561  -0.00036991 -0.0137118  4.96526 -0.121296  -0.000368533 -0.0137118  4.95797 -0.122012  
72.7907 0.000382781 -0.0137  2.96066 -0.117621  0.000384375 -0.013699  0.951875 -0.122724  6.83129e-06 -0.0137101  0.962526 -0.120974  8.19166e-06 -0.0137102  2.95529 -0.12046  -0.000369273 -0.0137001  4.96525 -0.121193  -0.000367899 -0.0137  4.95797 -0.121908  
72.8535 0.000382125 -0.0136883  2.96066 -0.117525  0.000383716 -0.0136872  0.951879 -0.122619  6.82008e-06 -0.0136983  0.962525 -0.120872  8.17801e-06 -0.0136984  2.95529 -0.120359  -0.000368639 -0.0136883  4.96525 -0.121091  -0.000367267 -0.0136883  4.95796 -0.121805  
72.9164 0.00038147 -0.0136765  2.96066 -0.117429  0.000383058 -0.0136755  0.951883 -0.122515  6.8089e-06 -0.0136865  0.962524 -0.12077  8.16441e-06 -0.0136866  2.95529 -0.120258  -0.000368006 -0.0136766  4.96525 -0.120989  -0.000366637 -0.0136765  4.95796 -0.121702  
72.9792 0.000380817 -0.0136648  2.96066 -0.117333  0.000382401 -0.0136638  0.951887 -0.12241  6.79775e-06 -0.0136748  0.962523 -0.120669  8.15083e-06 -0.0136749  2.95529 -0.120157  -0.000367374 -0.0136649  4.96524 -0.120887  -0.000366008 -0.0136648  4.95796 -0.121598  
73.042 0.000380165 -0.0136531  2.96066 -0.117237  0.000381746 -0.0136521  0.951891 -0.122306  6.78662e-06 -0.0136631  0.962522 -0.120567  8.13729e-06 -0.0136632  2.95529 -0.120057  -0.000366745 -0.0136532  4.96524 -0.120785  -0.000365381 -0.0136531  4.95795 -0.121495  
73.1049 0.000379515 -0.0136415  2.96067 -0.117141  0.000381093 -0.0136404  0.951894 -0.122202  6.77552e-06 -0.0136514  0.962521 -0.120466  8.12378e-06 -0.0136515  2.95529 -0.119956  -0.000366116 -0.0136415  4.96523 -0.120684  -0.000364755 -0.0136415  4.95795 -0.121393  
73.1677 0.000378867 -0.0136298  2.96067 -0.117046  0.000380442 -0.0136288  0.951898 -0.122098  6.76445e-06 -0.0136397  0.962521 -0.120365  8.11031e-06 -0.0136398  2.95529 -0.119856  -0.00036549 -0.0136299  4.96523 -0.120582  -0.000364131 -0.0136298  4.95795 -0.12129  
73.2305 0.00037822 -0.0136182  2.96067 -0.11695  0.000379792 -0.0136172  0.951902 -0.121994  6.75341e-06 -0.0136281  0.96252 -0.120264  8.09687e-06 -0.0136281  2.95529 -0.119756  -0.000364865 -0.0136182  4.96523 -0.120481  -0.000363508 -0.0136182  4.95794 -0.121188  
73.2934 0.000377576 -0.0136066  2.96067 -0.116855  0.000379144 -0.0136055  0.951906 -0.12189  6.74239e-06 -0.0136164  0.962519 -0.120164  8.08346e-06 -0.0136165  2.95529 -0.119656  -0.000364242 -0.0136066  4.96522 -0.12038  -0.000362887 -0.0136066  4.95794 -0.121085  
73.3562 0.000376932 -0.013595  2.96067 -0.11676  0.000378498 -0.013594  0.95191 -0.121787  6.7314e-06 -0.0136048  0.962518 -0.120063  8.07008e-06 -0.0136049  2.95529 -0.119556  -0.00036362 -0.013595  4.96522 -0.120279  -0.000362268 -0.013595  4.95794 -0.120983  
73.419 0.000376291 -0.0135834  2.96067 -0.116665  0.000377853 -0.0135824  0.951914 -0.121684  6.72043e-06 -0.0135932  0.962517 -0.119963  8.05674e-06 -0.0135933  2.95529 -0.119457  -0.000363 -0.0135835  4.96521 -0.120178  -0.00036165 -0.0135834  4.95793 -0.120881  
73.4819 0.000375651 -0.0135718  2.96067 -0.11657  0.00037721 -0.0135708  0.951918 -0.12158  6.70949e-06 -0.0135816  0.962516 -0.119862  8.04343e-06 -0.0135817  2.95529 -0.119357  -0.000362381 -0.0135719  4.96521 -0.120078  -0.000361034 -0.0135719  4.95793 -0.12078  
73.5447 0.000375012 -0.0135603  2.96067 -0.116476  0.000376569 -0.0135593  0.951922 -0.121478  6.69858e-06 -0.0135701  0.962515 -0.119762  8.03015e-06 -0.0135702  2.95529 -0.119258  -0.000361764 -0.0135604  4.96521 -0.119977  -0.00036042 -0.0135603  4.95793 -0.120678  
73.6075 0.000374376 -0.0135488  2.96067 -0.116381  0.000375929 -0.0135478  0.951926 -0.121375  6.68769e-06 -0.0135585  0.962515 -0.119662  8.01691e-06 -0.0135586  2.95528 -0.119159  -0.000361149 -0.0135489  4.9652 -0.119877  -0.000359807 -0.0135488  4.95792 -0.120577  
73.6703 0.000373741 -0.0135373  2.96067 -0.116287  0.000375291 -0.0135363  0.95193 -0.121272  6.67683e-06 -0.013547  0.962514 -0.119563  8.00369e-06 -0.0135471  2.95528 -0.11906  -0.000360535 -0.0135374  4.9652 -0.119777  -0.000359195 -0.0135373  4.95792 -0.120475  
73.7332 0.000373107 -0.0135258  2.96067 -0.116193  0.000374654 -0.0135248  0.951933 -0.12117  6.66599e-06 -0.0135355  0.962513 -0.119463  7.99051e-06 -0.0135356  2.95528 -0.118962  -0.000359923 -0.0135259  4.96519 -0.119677  -0.000358585 -0.0135258  4.95792 -0.120374  
73.796 0.000372475 -0.0135144  2.96067 -0.116099  0.000374019 -0.0135134  0.951937 -0.121068  6.65518e-06 -0.013524  0.962512 -0.119364  7.97736e-06 -0.0135241  2.95528 -0.118863  -0.000359312 -0.0135144  4.96519 -0.119577  -0.000357977 -0.0135144  4.95791 -0.120273  
73.8588 0.000371845 -0.0135029  2.96067 -0.116005  0.000373386 -0.013502  0.951941 -0.120966  6.6444e-06 -0.0135126  0.962511 -0.119265  7.96425e-06 -0.0135127  2.95528 -0.118765  -0.000358703 -0.013503  4.96519 -0.119478  -0.00035737 -0.013503  4.95791 -0.120173  
73.9217 0.000371216 -0.0134915  2.96068 -0.115911  0.000372754 -0.0134905  0.951945 -0.120864  6.63364e-06 -0.0135011  0.962511 -0.119166  7.95116e-06 -0.0135012  2.95528 -0.118666  -0.000358095 -0.0134916  4.96518 -0.119378  -0.000356765 -0.0134915  4.95791 -0.120072  
73.9845 0.000370589 -0.0134801  2.96068 -0.115818  0.000372124 -0.0134791  0.951949 -0.120762  6.62291e-06 -0.0134897  0.96251 -0.119067  7.93811e-06 -0.0134898  2.95528 -0.118568  -0.000357489 -0.0134802  4.96518 -0.119279  -0.000356161 -0.0134801  4.9579 -0.119972  
74.0473 0.000369964 -0.0134688  2.96068 -0.115724  0.000371496 -0.0134678  0.951953 -0.12066  6.6122e-06 -0.0134783  0.962509 -0.118968  7.92509e-06 -0.0134784  2.95528 -0.11847  -0.000356884 -0.0134688  4.96518 -0.11918  -0.000355559 -0.0134688  4.9579 -0.119871  
74.1102 0.00036934 -0.0134574  2.96068 -0.115631  0.000370869 -0.0134564  0.951956 -0.120559  6.60152e-06 -0.0134669  0.962508 -0.118869  7.9121e-06 -0.013467  2.95528 -0.118373  -0.000356281 -0.0134575  4.96517 -0.119081  -0.000354958 -0.0134574  4.9579 -0.119771  
74.173 0.000368717 -0.0134461  2.96068 -0.115538  0.000370244 -0.0134451  0.95196 -0.120458  6.59086e-06 -0.0134556  0.962507 -0.118771  7.89914e-06 -0.0134557  2.95528 -0.118275  -0.00035568 -0.0134461  4.96517 -0.118982  -0.000354359 -0.0134461  4.95789 -0.119671  
74.2358 0.000368097 -0.0134347  2.96068 -0.115445  0.00036962 -0.0134338  0.951964 -0.120357  6.58023e-06 -0.0134442  0.962507 -0.118673  7.88621e-06 -0.0134443  2.95528 -0.118178  -0.00035508 -0.0134348  4.96516 -0.118884  -0.000353762 -0.0134347  4.95789 -0.119572  
74.2987 0.000367477 -0.0134234  2.96068 -0.115352  0.000368998 -0.0134225  0.951968 -0.120256  6.56963e-06 -0.0134329  0.962506 -0.118575  7.87332e-06 -0.013433  2.95528 -0.11808  -0.000354481 -0.0134235  4.96516 -0.118785  -0.000353165 -0.0134234  4.95789 -0.119472  
74.3615 0.00036686 -0.0134121  2.96068 -0.115259  0.000368377 -0.0134112  0.951971 -0.120155  6.55904e-06 -0.0134216  0.962505 -0.118477  7.86045e-06 -0.0134217  2.95528 -0.117983  -0.000353885 -0.0134122  4.96516 -0.118687  -0.000352571 -0.0134122  4.95788 -0.119373  
74.4243 0.000366244 -0.0134009  2.96068 -0.115167  0.000367758 -0.0133999  0.951975 -0.120055  6.54849e-06 -0.0134103  0.962504 -0.118379  7.84762e-06 -0.0134104  2.95528 -0.117886  -0.000353289 -0.013401  4.96515 -0.118589  -0.000351978 -0.0134009  4.95788 -0.119273  
74.4872 0.000365629 -0.0133896  2.96068 -0.115074  0.00036714 -0.0133887  0.951979 -0.119954  6.53796e-06 -0.013399  0.962503 -0.118281  7.83482e-06 -0.0133991  2.95528 -0.117789  -0.000352695 -0.0133897  4.96515 -0.118491  -0.000351386 -0.0133897  4.95788 -0.119174  
74.55 0.000365016 -0.0133784  2.96068 -0.114982  0.000366524 -0.0133775  0.951983 -0.119854  6.52745e-06 -0.0133878  0.962502 -0.118184  7.82205e-06 -0.0133879  2.95528 -0.117693  -0.000352103 -0.0133785  4.96515 -0.118393  -0.000350796 -0.0133784  4.95788 -0.119075  
74.6128 0.000364405 -0.0133672  2.96068 -0.11489  0.00036591 -0.0133662  0.951986 -0.119754  6.51697e-06 -0.0133766  0.962502 -0.118087  7.80931e-06 -0.0133766  2.95528 -0.117596  -0.000351512 -0.0133673  4.96514 -0.118296  -0.000350207 -0.0133672  4.95787 -0.118977  
74.6757 0.000363795 -0.013356  2.96068 -0.114798  0.000365297 -0.0133551  0.95199 -0.119654  6.50651e-06 -0.0133653  0.962501 -0.11799  7.7966e-06 -0.0133654  2.95528 -0.1175  -0.000350922 -0.0133561  4.96514 -0.118198  -0.00034962 -0.013356  4.95787 -0.118878  
74.7385 0.000363186 -0.0133448  2.96068 -0.114706  0.000364686 -0.0133439  0.951994 -0.119554  6.49608e-06 -0.0133542  0.9625 -0.117893  7.78392e-06 -0.0133542  2.95528 -0.117404  -0.000350334 -0.0133449  4.96513 -0.118101  -0.000349034 -0.0133449  4.95787 -0.11878  
74.8013 0.000362579 -0.0133337  2.96069 -0.114615  0.000364076 -0.0133327  0.951997 -0.119455  6.48568e-06 -0.013343  0.962499 -0.117796  7.77127e-06 -0.0133431  2.95528 -0.117308  -0.000349748 -0.0133338  4.96513 -0.118004  -0.00034845 -0.0133337  4.95786 -0.118681  
74.8642 0.000361974 -0.0133226  2.96069 -0.114523  0.000363468 -0.0133216  0.952001 -0.119356  6.47529e-06 -0.0133318  0.962499 -0.117699  7.75865e-06 -0.0133319  2.95528 -0.117212  -0.000349163 -0.0133226  4.96513 -0.117907  -0.000347867 -0.0133226  4.95786 -0.118583  
74.927 0.00036137 -0.0133114  2.96069 -0.114432  0.000362861 -0.0133105  0.952005 -0.119256  6.46494e-06 -0.0133207  0.962498 -0.117603  7.74606e-06 -0.0133208  2.95528 -0.117116  -0.000348579 -0.0133115  4.96512 -0.11781  -0.000347286 -0.0133115  4.95786 -0.118485  
74.9898 0.000360768 -0.0133003  2.96069 -0.114341  0.000362256 -0.0132994  0.952008 -0.119157  6.4546e-06 -0.0133096  0.962497 -0.117506  7.7335e-06 -0.0133096  2.95528 -0.117021  -0.000347997 -0.0133004  4.96512 -0.117713  -0.000346706 -0.0133004  4.95785 -0.118388  
75.0526 0.000360167 -0.0132893  2.96069 -0.11425  0.000361652 -0.0132883  0.952012 -0.119058  6.44429e-06 -0.0132985  0.962496 -0.11741  7.72098e-06 -0.0132985  2.95528 -0.116925  -0.000347416 -0.0132893  4.96512 -0.117617  -0.000346128 -0.0132893  4.95785 -0.11829  
75.1155 0.000359568 -0.0132782  2.96069 -0.114159  0.00036105 -0.0132773  0.952016 -0.11896  6.43401e-06 -0.0132874  0.962495 -0.117314  7.70848e-06 -0.0132875  2.95528 -0.11683  -0.000346837 -0.0132783  4.96511 -0.11752  -0.000345551 -0.0132782  4.95785 -0.118193  
75.1783 0.00035897 -0.0132672  2.96069 -0.114068  0.000360449 -0.0132662  0.952019 -0.118861  6.42375e-06 -0.0132763  0.962495 -0.117218  7.69601e-06 -0.0132764  2.95528 -0.116735  -0.000346259 -0.0132672  4.96511 -0.117424  -0.000344975 -0.0132672  4.95784 -0.118095  
75.2411 0.000358373 -0.0132561  2.96069 -0.113978  0.00035985 -0.0132552  0.952023 -0.118763  6.41351e-06 -0.0132653  0.962494 -0.117123  7.68357e-06 -0.0132654  2.95528 -0.11664  -0.000345683 -0.0132562  4.96511 -0.117328  -0.000344401 -0.0132562  4.95784 -0.117998  
75.304 0.000357779 -0.0132451  2.96069 -0.113887  0.000359252 -0.0132442  0.952027 -0.118665  6.4033e-06 -0.0132542  0.962493 -0.117027  7.67117e-06 -0.0132543  2.95528 -0.116546  -0.000345108 -0.0132452  4.9651 -0.117232  -0.000343829 -0.0132452  4.95784 -0.117901  
75.3668 0.000357185 -0.0132342  2.96069 -0.113797  0.000358656 -0.0132332  0.95203 -0.118566  6.39311e-06 -0.0132432  0.962492 -0.116932  7.65879e-06 -0.0132433  2.95528 -0.116451  -0.000344535 -0.0132342  4.9651 -0.117137  -0.000343257 -0.0132342  4.95784 -0.117804  
75.4296 0.000356593 -0.0132232  2.96069 -0.113707  0.000358061 -0.0132223  0.952034 -0.118469  6.38294e-06 -0.0132323  0.962492 -0.116837  7.64644e-06 -0.0132323  2.95528 -0.116356  -0.000343963 -0.0132233  4.96509 -0.117041  -0.000342688 -0.0132232  4.95783 -0.117708  
75.4925 0.000356003 -0.0132122  2.96069 -0.113617  0.000357468 -0.0132113  0.952037 -0.118371  6.3728e-06 -0.0132213  0.962491 -0.116741  7.63412e-06 -0.0132214  2.95528 -0.116262  -0.000343392 -0.0132123  4.96509 -0.116946  -0.000342119 -0.0132123  4.95783 -0.117611  
75.5553 0.000355414 -0.0132013  2.96069 -0.113527  0.000356876 -0.0132004  0.952041 -0.118273  6.36268e-06 -0.0132103  0.96249 -0.116647  7.62183e-06 -0.0132104  2.95528 -0.116168  -0.000342823 -0.0132014  4.96509 -0.11685  -0.000341552 -0.0132013  4.95783 -0.117515  
75.6181 0.000354826 -0.0131904  2.9607 -0.113437  0.000356286 -0.0131895  0.952044 -0.118176  6.35259e-06 -0.0131994  0.962489 -0.116552  7.60957e-06 -0.0131995  2.95528 -0.116074  -0.000342255 -0.0131905  4.96508 -0.116755  -0.000340987 -0.0131904  4.95782 -0.117419  
75.681 0.00035424 -0.0131795  2.9607 -0.113347  0.000355697 -0.0131786  0.952048 -0.118079  6.34252e-06 -0.0131885  0.962488 -0.116457  7.59734e-06 -0.0131886  2.95527 -0.11598  -0.000341689 -0.0131796  4.96508 -0.11666  -0.000340423 -0.0131795  4.95782 -0.117323  
75.7438 0.000353655 -0.0131686  2.9607 -0.113258  0.000355109 -0.0131677  0.952052 -0.117981  6.33247e-06 -0.0131776  0.962488 -0.116363  7.58514e-06 -0.0131777  2.95527 -0.115886  -0.000341124 -0.0131687  4.96508 -0.116566  -0.00033986 -0.0131686  4.95782 -0.117227  
75.8066 0.000353072 -0.0131578  2.9607 -0.113168  0.000354523 -0.0131569  0.952055 -0.117885  6.32245e-06 -0.0131667  0.962487 -0.116268  7.57296e-06 -0.0131668  2.95527 -0.115793  -0.00034056 -0.0131578  4.96507 -0.116471  -0.000339298 -0.0131578  4.95781 -0.117131  
75.8695 0.00035249 -0.0131469  2.9607 -0.113079  0.000353939 -0.013146  0.952059 -0.117788  6.31245e-06 -0.0131558  0.962486 -0.116174  7.56082e-06 -0.0131559  2.95527 -0.1157  -0.000339998 -0.013147  4.96507 -0.116377  -0.000338738 -0.0131469  4.95781 -0.117036  
75.9323 0.00035191 -0.0131361  2.9607 -0.11299  0.000353356 -0.0131352  0.952062 -0.117691  6.30247e-06 -0.013145  0.962485 -0.11608  7.5487e-06 -0.0131451  2.95527 -0.115606  -0.000339437 -0.0131362  4.96507 -0.116282  -0.00033818 -0.0131361  4.95781 -0.11694  
75.9951 0.000351331 -0.0131253  2.9607 -0.112901  0.000352774 -0.0131244  0.952066 -0.117595  6.29252e-06 -0.0131342  0.962485 -0.115986  7.53662e-06 -0.0131342  2.95527 -0.115513  -0.000338878 -0.0131254  4.96506 -0.116188  -0.000337623 -0.0131253  4.95781 -0.116845  
76.058 0.000350754 -0.0131145  2.9607 -0.112813  0.000352194 -0.0131136  0.952069 -0.117498  6.28259e-06 -0.0131233  0.962484 -0.115893  7.52456e-06 -0.0131234  2.95527 -0.11542  -0.00033832 -0.0131146  4.96506 -0.116094  -0.000337067 -0.0131145  4.9578 -0.11675  
76.1208 0.000350178 -0.0131037  2.9607 -0.112724  0.000351615 -0.0131028  0.952073 -0.117402  6.27268e-06 -0.0131126  0.962483 -0.115799  7.51253e-06 -0.0131126  2.95527 -0.115328  -0.000337763 -0.0131038  4.96506 -0.116  -0.000336512 -0.0131038  4.9578 -0.116655  
76.1836 0.000349603 -0.013093  2.9607 -0.112635  0.000351038 -0.0130921  0.952076 -0.117306  6.26279e-06 -0.0131018  0.962482 -0.115706  7.50053e-06 -0.0131019  2.95527 -0.115235  -0.000337208 -0.0130931  4.96505 -0.115906  -0.000335959 -0.013093  4.9578 -0.11656  
76.2465 0.00034903 -0.0130822  2.9607 -0.112547  0.000350462 -0.0130814  0.95208 -0.11721  6.25293e-06 -0.013091  0.962482 -0.115613  7.48856e-06 -0.0130911  2.95527 -0.115142  -0.000336654 -0.0130823  4.96505 -0.115813  -0.000335407 -0.0130823  4.95779 -0.116465  
76.3093 0.000348458 -0.0130715  2.9607 -0.112459  0.000349887 -0.0130706  0.952083 -0.117115  6.24309e-06 -0.0130803  0.962481 -0.115519  7.47661e-06 -0.0130804  2.95527 -0.11505  -0.000336101 -0.0130716  4.96504 -0.115719  -0.000334857 -0.0130716  4.95779 -0.116371  
